"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74"
"1",1,0.00652072659524919,0.00748663101604278,0.00841584158415842,0.0111513799832729,0.00809212573918456,0.00621789672884563,0.00636363636363636,0.00691180536356096,0.00383509108341323,0.00956175298804781,0.00778210116731518,0.00116822429906542,0.0021978021978022,0.000596302921884317,0.00623521823263814,0.0366574694521088,0.00592592592592593,0.00510928186204939,0.00242130750605327,0.00560169982615414,0.00215401184706516,0.00836920133907221,0.00318181818181818,0.0053226879574185,0.00451399337947638,0.00432315590380978,0.00597976080956762,0.0062296858071506,0,0.00113314447592068,0.00241429261226461,0.00165562913907285,0.00572640509013786,0.00719591457753018,0.00447761194029851,0.00468201326570425,0.00165654334621756,0.00206398348813209,0.00317586343787217,0.00282007896221094,0.00172117039586919,0.00695349847892221,0.00117233294255569,0,0.00491949910554562,0.000577034045008655,0.000611246943765281,0.00635016631387965,0.00560224089635854,0.0043424317617866,0.0015625,0.00649049605934168,0.000527704485488127,0,0,0,0.00366568914956012,0.00522648083623693,0.00450225112556278,0.00408639813193228,0.00456989247311828,0.00373227170938044,0.00623475196530225,0.00414293112377007,0.00594273365748244,0.00437541019470575,0.00737327188940092,0.00441083805923125,0.00468227424749164,0.00449050086355786,0.00346820809248555,0.00761421319796954,0.00553745928338762
"2",0.00652072659524919,1,0.0155855096882898,0.00825796303578451,0.0147409494905701,0.00585754451733833,0.0112216811348719,0.00368550368550369,0.00924134966688158,0.00318674314850223,0.00985083028426682,0.0044987146529563,0.000361402240693892,0.00104347826086957,0,0.00791000175777817,0.00600764609503004,0.0104402296850531,0.00657174151150055,0.00483091787439614,0.0077269800386349,0.00103021978021978,0.00783938814531549,0.00400246305418719,0.00443568260226713,0.00618556701030928,0.00717753852649356,0.0015451174289246,0.00590592701961611,0.000357142857142857,0.00141995030173944,0.00288369112463954,0.00174581005586592,0.00485436893203883,0.0050316809541558,0.00552922590837283,0.00304035378662244,0.00209643605870021,0.00100233879051119,0.00336228635472121,0.00106044538706257,0.000357270453733476,0.0029753049687593,0.00072463768115942,0,0.00273390036452005,0.00035880875493362,0,0.00182898948331047,0.0030933633295838,0.00468164794007491,0.00134544231416078,0.00248678893378924,0.000339097999321804,0,0,0,0.00486760124610592,0.00444839857651246,0.0041592394533571,0.00245371403078296,0.00440251572327044,0.004739336492891,0.00506115563053564,0.00284668564457096,0.00335993280134397,0.00462715785726998,0.00510322430990489,0.0035486160397445,0.00148075024679171,0.00227675183405009,0.00384193194291987,0.00392875851231011,0.00314922480620155
"3",0.00748663101604278,0.0155855096882898,1,0.0119469026548673,0.0107763899093804,0.00510752688172043,0.00763723150357995,0.00258588843738456,0.0109836465706615,0.00154440154440154,0.0079734219269103,0.0031201248049922,0.00135685210312076,0,0,0.00974658869395711,0.00481540930979133,0.00941583397386626,0.00447427293064877,0.00562296537437112,0.00723742277140335,0.00169707254985151,0.00876817792985458,0.00185048112509252,0.00456360524814604,0.00523834468308015,0.00812813770021516,0.00186428038777032,0.00333253987145918,0.000445235975066785,0.000441306266548985,0.00272479564032698,0.000864677907479464,0.00459946339593714,0.00456715798214656,0.0046491033872039,0.0026084121291164,0.00173160173160173,0.000409668168783286,0.00298210735586481,0,0,0.00284798860804557,0.000453103760761214,0,0.00292077400511135,0.000447828034034931,0,0.00340760157273919,0.00333000333000333,0.00295143547088811,0.00206782464846981,0.00300413067968457,0.000417536534446764,0,0,0,0.00392242318587928,0.00329197265130413,0.00377861747054901,0.00612870275791624,0.00284023668639053,0.00354138999557326,0.00309597523219814,0.00412844036697248,0.00404088424055146,0.00473653049141504,0.00345193839617631,0.00326441784548422,0.00401146131805158,0.00235294117647059,0.00355641771742645,0.00183318056828598,0.00307606263982103
"4",0.00841584158415842,0.00825796303578451,0.0119469026548673,1,0.00956501935777727,0.0064692709629261,0.0086879037647583,0.00398936170212766,0.0111388952034553,0.00172711571675302,0.00541842263696568,0.00313698152666434,0.000396982929734021,0.00114198705748002,0.000402738622633911,0.00864129435558007,0.00350467289719626,0.0118310884601383,0.00625,0.00352208073692766,0.00991096925919704,0.00150206533984228,0.00985122637716124,0.00232867598137059,0.00630914826498423,0.00484966052376334,0.00734966592427617,0.00436241610738255,0.00668002672010688,0.000391849529780564,0.00116731517509728,0.00243478260869565,0.000381679389312977,0.00470843897138718,0.00527549824150059,0.0053964300539643,0.00266903914590747,0.00229533282325937,0.00291970802919708,0.00240601503759398,0.0019387359441644,0.000392003136025088,0.00289017341040462,0.000397930760047752,0,0.00164041994750656,0.000393855848759354,0,0.00266796022313849,0.00362866646507409,0.00372300819061802,0.00110051357300073,0.00337040781934614,0.00111152278621712,0,0,0,0.00388230486309767,0.00352692217258406,0.00374687760199833,0.00283419933868682,0.00331345261762757,0.00540091400083091,0.004,0.00128259940145361,0.00376689563483271,0.00427986602158541,0.00516732283464567,0.00251067034898318,0.00289549881547776,0.00188831939573779,0.00264628050573361,0.00335852225020991,0.00335051546391753
"5",0.0111513799832729,0.0147409494905701,0.0107763899093804,0.00956501935777727,1,0.00643356643356643,0.0106488360574542,0.00390167772142021,0.00882501260716087,0.00122448979591837,0.00731197771587744,0.0037159372419488,0.000482625482625483,0.0018357044515833,0.000491159135559921,0.00961731116008816,0.00538176925664312,0.0062992125984252,0.00619195046439629,0.0036979969183359,0.00870038064165307,0.000450653447498873,0.00859598853868195,0.00234375,0.00535236396074933,0.004346644933442,0.00493096646942801,0.00354749704375246,0.003942828979793,0,0.000470588235294118,0.00205761316872428,0.00230520977408944,0.0053212455656287,0.00384615384615385,0.0052583447645176,0.00376325692781389,0.000921234454168586,0.000869943453675511,0.00277970813064628,0.000936768149882904,0.000951022349025202,0.000373831775700935,0,0,0.00192233756247597,0,0,0.00381159814865233,0.00314355571079287,0.00502933780385583,0.00175592625109745,0.00237717908082409,0.000887705281846427,0,0,0,0.00630914826498423,0.00315043318456288,0.00252062328139322,0.0029039070749736,0.00392156862745098,0.00526315789473684,0.00394574599260173,0.00402843601895735,0.00393410376198672,0.0050761421319797,0.00414021529119514,0.00311085972850679,0.00268336314847943,0.00307031010132023,0.00338638672536404,0.00738362760834671,0.0034944670937682
"6",0.00809212573918456,0.00585754451733833,0.00510752688172043,0.0064692709629261,0.00643356643356643,1,0.00681570338058888,0.0032139577594123,0.0055663790704147,0.00437743190661479,0.00562023283821758,0.00294550810014728,0,0.000557413600891862,0.000606796116504854,0.00431872165838912,0.00735863671572424,0.00510746967439881,0.00745840504876649,0.00560813179109709,0.00680669000388954,0.00109289617486339,0.00431654676258993,0.00183992640294388,0.00605042016806723,0.00455373406193078,0.00381056069678824,0.00278810408921933,0.00572987721691678,0,0,0.00195790504160548,0,0.00362010221465077,0.00349243306169965,0.00250062515628907,0.00196772924045651,0.00168350168350168,0.0010465724751439,0.00160384923817161,0,0.000582750582750583,0.00350877192982456,0.000595947556615018,0,0.00361990950226244,0,0,0.00304043782304652,0.00242130750605327,0.0028125,0.000528262017960909,0.00140252454417952,0.00214707461084273,0,0,0,0.00270469633636587,0.00585994726047466,0.00352378555247923,0.00205640423031727,0.00433369447453954,0.00552347476776299,0.00272257010618023,0.00104031209362809,0.00462207721587819,0.00351957765068192,0.00308641975308642,0.00285714285714286,0.00472813238770686,0.00104311543810848,0.00233553912028026,0.00364963503649635,0.00328083989501312
"7",0.00621789672884563,0.0112216811348719,0.00763723150357995,0.0086879037647583,0.0106488360574542,0.00681570338058888,1,0.00338473110191801,0.00837026095519449,0.00354470263883419,0.00809716599190283,0.00517309988062077,0.00138568129330254,0.00264084507042254,0,0.00666666666666667,0.00850228907782865,0.00891300135632629,0.00680443548387097,0.00630441308916241,0.00873284619497416,0.00346770697876029,0.00689803837033843,0.00377216144851,0.00753623188405797,0.00610241443353675,0.00773133607151486,0.00494672754946728,0.00749335267101765,0,0,0.00317208564631245,0.00220848056537102,0.00580720092915215,0.00503250157265674,0.0053715308863026,0.00331235508446505,0.00088261253309797,0.00167224080267559,0.00269088462832156,0.000896860986547085,0,0.00362187613183629,0.000462748727441,0.000953288846520496,0.00483630952380952,0,0,0.00371549893842887,0.00304259634888438,0.00489929232444202,0.0012636899747262,0.00382409177820268,0.000851788756388416,0,0,0,0.00219731927049,0.00461775269368907,0.00291676015256899,0.0062015503875969,0.00431344356578001,0.00537634408602151,0.00458162527128044,0.00300995600833526,0.00312124849939976,0.00558102451664341,0.00349462365591398,0.00413564929693962,0.00552486187845304,0.0041816009557945,0.0036101083032491,0.00248062015503876,0.00596590909090909
"8",0.00636363636363636,0.00368550368550369,0.00258588843738456,0.00398936170212766,0.00390167772142021,0.0032139577594123,0.00338473110191801,1,0.00232378001549187,0.00386100386100386,0.000676132521974307,0.00592885375494071,0.00151745068285281,0.00130039011703511,0,0.00193423597678917,0.00446144040790312,0.00298264642082429,0.000804828973843058,0.00820120284308365,0.00338327694538424,0.00124069478908189,0.00380831482069184,0.000868055555555556,0.00305810397553517,0.00483941926968764,0.00225818592397441,0.00354295837023915,0.00225988700564972,0,0.00281293952180028,0.000979431929480901,0,0.00299156921403318,0.00458715596330275,0.00437563110063952,0.00329815303430079,0.00131752305665349,0.00225733634311512,0.00340599455040872,0,0,0.00238095238095238,0.00153139356814701,0,0.00252100840336134,0,0,0.00176211453744493,0.00137268359643102,0.00229463056447912,0.00115207373271889,0.00269299820466786,0,0,0,0,0.00295663600525624,0.00166389351081531,0.002708192281652,0.00209995800083998,0.00299065420560748,0.00168067226890756,0.00453514739229025,0.0021291696238467,0.002628614344724,0.00368898978433598,0.0036084799278304,0.00329102021626704,0.000513083632632119,0.00433369447453954,0.00323624595469256,0.00349040139616056,0.00395061728395062
"9",0.00691180536356096,0.00924134966688158,0.0109836465706615,0.0111388952034553,0.00882501260716087,0.0055663790704147,0.00837026095519449,0.00232378001549187,1,0.00203004466098254,0.00449050086355786,0.00245901639344262,0.000958772770853308,0,0,0.00777666999002991,0.00468227424749164,0.0114420990333399,0.00590955806783145,0.00368098159509202,0.0072202166064982,0.00134408602150538,0.00701908313226585,0.00194099378881988,0.00443655723158829,0.00568951503657545,0.00713934022648941,0.00352664576802508,0.00540939267273174,0,0.000467289719626168,0.00163532297628782,0.00228937728937729,0.00491062659595364,0.00383386581469649,0.00295521709479427,0.00237933378653977,0.00137299771167048,0.000864304235090752,0.00380622837370242,0.000464900046490005,0.00047192071731949,0.000743770918557084,0,0,0.00114591291061879,0,0,0.00352399024125779,0.00104022191400832,0.00417014178482068,0.00174443959877889,0.00196850393700787,0.000440722785368004,0,0,0,0.00201252236135957,0.00366300366300366,0.00342857142857143,0.00315623356128353,0.00390720390720391,0.00250170570843757,0.00269938650306748,0.00259372789436454,0.00391964723174914,0.00323297635886038,0.00302031850631521,0.00394588500563698,0.00207653515277366,0.00305623471882641,0.00336927223719677,0.00478011472275335,0.00289771080846132
"10",0.00383509108341323,0.00318674314850223,0.00154440154440154,0.00172711571675302,0.00122448979591837,0.00437743190661479,0.00354470263883419,0.00386100386100386,0.00203004466098254,1,0.00294985250737463,0.00335195530726257,0,0.00154083204930663,0.00198807157057654,0.00257363454389477,0.00761245674740484,0.00167926112510495,0.00169276343630978,0.0029086678301338,0.00198807157057654,0.0043859649122807,0.000986842105263158,0.00977517106549365,0.00325732899022801,0.001388246182323,0.00315581854043392,0.00595829195630586,0.00276243093922652,0.00174825174825175,0.00168918918918919,0.00557413600891862,0.00312989045383412,0.00140331181588549,0.00348763474952441,0.00526500526500526,0.00286327845382963,0.00156494522691706,0.00523560209424084,0.00370919881305638,0.00165837479270315,0,0.00439367311072056,0.0037593984962406,0,0.0056232427366448,0.00719424460431655,0,0.00186046511627907,0.00374812593703148,0.00584795321637427,0.00672043010752688,0.00201005025125628,0.0013869625520111,0.00216450216450216,0,0,0.00239234449760766,0.00394910048266784,0.00211565585331453,0.0017683465959328,0.00549234994115339,0.00175131348511384,0.00316205533596838,0.00148148148148148,0.00235849056603774,0.00234672924611323,0.00621414913957935,0.00348779272546089,0.00383982446516731,0.00463499420625724,0.00421348314606742,0.00626959247648903,0.00737230121116377
"11",0.00956175298804781,0.00985083028426682,0.0079734219269103,0.00541842263696568,0.00731197771587744,0.00562023283821758,0.00809716599190283,0.000676132521974307,0.00449050086355786,0.00294985250737463,1,0.00753012048192771,0.00102145045965271,0.00183823529411765,0.00106044538706257,0.00560652395514781,0.00583554376657825,0.00274451097804391,0.00393419170243205,0.00324524802967084,0.00336549248373345,0.00088809946714032,0.00345721694036301,0.00614754098360656,0.00350877192982456,0.00346820809248555,0.00336360578540195,0.0055363321799308,0.0037037037037037,0.000988142292490119,0.000968992248062015,0.00298953662182362,0,0.003003003003003,0.00361915367483296,0.00364520048602673,0.00326975476839237,0.00092678405931418,0.000828500414250207,0.00335758254057079,0.00191938579654511,0,0.00571791613722999,0.00102774922918808,0,0.00598404255319149,0,0,0.00115785411038209,0.0028184892897407,0.00240192153722978,0.00252951096121417,0.00209205020920502,0.000861326442721792,0,0,0,0.00327186198691255,0.00220426157237326,0.00336288596759401,0.00110987791342952,0.00133377792597533,0.0048721071863581,0.00472334682860999,0.00127388535031847,0.0016750418760469,0.00181818181818182,0.00394477317554241,0.00327064595257563,0.00309323906319046,0.00415704387990762,0.00321888412017167,0.00195982361587457,0.00383959044368601
"12",0.00778210116731518,0.0044987146529563,0.0031201248049922,0.00313698152666434,0.0037159372419488,0.00294550810014728,0.00517309988062077,0.00592885375494071,0.00245901639344262,0.00335195530726257,0.00753012048192771,1,0,0.00159489633173844,0.00207900207900208,0.00143719459614832,0.00773014757554462,0.00168966488313151,0.0038527397260274,0.00176574455562095,0.000748689792862491,0,0.00398803589232303,0.00898203592814371,0.00164563905650027,0.00140252454417952,0.00278440731901352,0.00711382113821138,0.00159045725646123,0.00547445255474453,0.00175438596491228,0.00113765642775882,0.00487012987012987,0.00112930547713156,0.000955414012738854,0.00211565585331453,0.000725689404934688,0.00324675324675325,0.00268817204301075,0.00075187969924812,0.00172117039586919,0.00548446069469835,0.0035810205908684,0.00195694716242661,0,0.00190657769304099,0,0,0.0018796992481203,0.00228310502283105,0.00393313667649951,0.00275862068965517,0.00308641975308642,0.00143061516452074,0,0.00227790432801822,0,0.000687521485046408,0.000441501103752759,0.00177619893428064,0.0035778175313059,0.00236686390532544,0.00105820105820106,0.00119379228014326,0.000746268656716418,0.00237906423473434,0.0023619722468261,0.00240615976900866,0.00201207243460765,0.00221729490022173,0.00292911540714704,0.00427960057061341,0.00253324889170361,0.000529100529100529
"13",0.00116822429906542,0.000361402240693892,0.00135685210312076,0.000396982929734021,0.000482625482625483,0,0.00138568129330254,0.00151745068285281,0.000958772770853308,0,0.00102145045965271,0,1,0.00371747211895911,0.00813008130081301,0.00032,0,0.000312695434646654,0.000503524672708963,0,0,0,0,0,0.000681663258350375,0,0.000462534690101758,0.00316957210776545,0.000462962962962963,0.0104712041884817,0,0,0,0.000313774709758393,0.001078360891445,0.000402738622633911,0,0,0.00258397932816537,0.00102880658436214,0,0,0.00131233595800525,0,0,0.00289435600578871,0,0,0,0,0.00118906064209275,0.00271739130434783,0.0032520325203252,0.00293255131964809,0,0,0,0.000391849529780564,0.000524383848977452,0,0,0,0.00161550888529887,0.00139211136890951,0.000430477830391735,0.000922509225092251,0,0,0,0.00207325501036628,0,0,0.00245499181669394,0.0026160889470242
"14",0.0021978021978022,0.00104347826086957,0,0.00114198705748002,0.0018357044515833,0.000557413600891862,0.00264084507042254,0.00130039011703511,0,0.00154083204930663,0.00183823529411765,0.00159489633173844,0.00371747211895911,1,0.00429184549356223,0.00123762376237624,0.00593723494486853,0.00121028744326778,0.00191113234591495,0.00137741046831956,0.000531914893617021,0,0.000721761097076868,0.00131233595800525,0.000634115409004439,0,0.0013215859030837,0.00134770889487871,0.00176444640494045,0.0033112582781457,0.009375,0.00158478605388273,0.00815217391304348,0.00121432908318154,0.0013836042891733,0.00193124758594052,0.000884955752212389,0,0.00201207243460765,0.00370713623725672,0,0.00666666666666667,0.00808314087759815,0.00763358778625954,0,0.00375,0,0,0.00159489633173844,0.000936329588014981,0.0016750418760469,0.00209205020920502,0.00414364640883978,0,0,0,0,0.00150432493418578,0.00198609731876862,0.00116776956014013,0.00150526843953838,0.0017474879860201,0,0.00132450331125828,0.00164609053497942,0.00175746924428822,0.000954198473282443,0.00273224043715847,0.00172314761631246,0.0025706940874036,0.00342700479780672,0.00346020761245675,0.0037593984962406,0.00182926829268293
"15",0.000596302921884317,0,0,0.000402738622633911,0.000491159135559921,0.000606796116504854,0,0,0,0.00198807157057654,0.00106044538706257,0.00207900207900208,0.00813008130081301,0.00429184549356223,1,0.000647668393782383,0.000962463907603465,0.000316255534471853,0,0,0,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0.00896860986547085,0.00127064803049555,0.000728066982162359,0.0016366612111293,0.00101626016260163,0,0,0.00106837606837607,0.0053475935828877,0,0.00414364640883978,0,0,0.00305343511450382,0,0,0.000575705238917674,0,0.000607164541590771,0,0.00172413793103448,0,0,0,0,0,0,0,0.000540832882639265,0,0.000409332787556283,0,0,0.00046882325363338,0,0.000592417061611374,0,0,0,0,0,0
"16",0.00623521823263814,0.00791000175777817,0.00974658869395711,0.00864129435558007,0.00961731116008816,0.00431872165838912,0.00666666666666667,0.00193423597678917,0.00777666999002991,0.00257363454389477,0.00560652395514781,0.00143719459614832,0.00032,0.00123762376237624,0.000647668393782383,1,0.00297766749379653,0.0311088810837933,0.00650274334484861,0.00724468333722832,0.0161216029479503,0.00152998776009792,0.0171666064329599,0.00221545278316256,0.00612661674608577,0.00827849713436638,0.0134360798261213,0.00334541399498188,0.00885478158205431,0.000316656111462951,0.000314663310258024,0.00345224395857307,0.00124107973937325,0.00391581008321096,0.00419067574646412,0.00442314780685588,0.00150715900527506,0.000620347394540943,0.00119402985074627,0.0033112582781457,0.000627352572145546,0.00031675641431739,0.00430918394828979,0,0,0.00246575342465753,0,0,0.00169061707523246,0.00127551020408163,0.00258788009488894,0.0015015015015015,0.00251818690542809,0.000302388872089507,0.000328083989501312,0,0,0.00236106066109699,0.00267434684221354,0.00406955234924158,0.00268650547633809,0.00253115264797508,0.00387096774193548,0.00372184133202742,0.0032239711739048,0.00292911540714704,0.00451807228915663,0.00277896536981616,0.00283409635927622,0.00272479564032698,0.00418410041841004,0.000997008973080758,0.00239177230327673,0.0028979045920642
"17",0.0366574694521088,0.00600764609503004,0.00481540930979133,0.00350467289719626,0.00538176925664312,0.00735863671572424,0.00850228907782865,0.00446144040790312,0.00468227424749164,0.00761245674740484,0.00583554376657825,0.00773014757554462,0,0.00593723494486853,0.000962463907603465,0.00297766749379653,1,0.00586653629919335,0.00519390581717452,0.008028545941124,0.00285400658616904,0,0.00477259966311061,0.00383877159309021,0.00590717299578059,0.00671140939597315,0.00358539765319426,0.00388852883992223,0.00293350717079531,0,0,0.00629811056682995,0.00255536626916525,0.00342298288508557,0.00243770314192849,0.00472813238770686,0.00310719834282755,0.000851063829787234,0.000767459708365311,0.00425305688463583,0.00175746924428822,0.00180831826401447,0.00599161174355902,0,0,0.00374298190892077,0.00091324200913242,0.00100200400801603,0.00373134328358209,0.00374732334047109,0.00347356233114628,0.00312256049960968,0.00130633572828217,0.00239043824701195,0.00100200400801603,0,0,0.00231147067321583,0.00391041592605759,0.00207653515277366,0.00107181136120043,0.00453808752025932,0.00503107428233205,0.00130293159609121,0.00309597523219814,0.00718015665796345,0.00406400812801626,0.00571210967250571,0.0027526543452615,0.00424448217317487,0.00265017667844523,0.00820512820512821,0.00281030444964871,0.00781893004115226
